marca,modelo,año,kilometros,precio,descuento,color,combustible,transmision,estado
Volkswagen,Cabriolet,2002,172330,11226.19,6,azul,glp,manual,impecable
Hyundai,Sonata,1998,169734,29235.38,8,rosa,glp,automatico,malo
Ford,Edge,2021,11787,22892.45,,azul,glp,manual,aceptable
Jeep,Wrangler,2021,70286,4046.91,13,azul,glp,automatico,bueno
Buick,Riviera,2013,198915,13089.37,13,amarillo,hibrido,automatico,sobresaliente
Dodge,Ram 1500,2016,60380,12629.44,11,negro,gasolina,manual,bueno
Oldsmobile,Cutlass Cruiser,1997,114915,29680.95,,negro,gasolina,automatico,deteriorado
GMC,Sierra 2500,2022,46976,49343.63,12,verde,electrico,manual,aceptable
Mercury,Cougar,2009,187181,25745.67,6,plateado,glp,automatico,regular
Mercedes-Benz,S-Class,2006,156522,26806.73,17,negro,gasolina,automatico,excelente
Nissan,Frontier,2014,186113,47505.29,12,amarillo,hibrido,automatico,impecable
Volvo,S40,2015,143712,28533.33,,rosa,hibrido,automatico,deteriorado
Dodge,Ram 3500,2021,148682,37700.83,15,naranja,gasolina,manual,malo
Volkswagen,Passat,2012,81431,43180.96,7,rosa,diesel,manual,sobresaliente
Lincoln,MKT,1997,55459,49675.88,5,blanco,glp,automatico,sobresaliente
Pontiac,Safari,2020,150298,26911.08,7,verde,diesel,automatico,malo
Chevrolet,Equinox,2020,173219,4022.99,10,amarillo,diesel,manual,aceptable
Jaguar,XF,2011,108826,20907.33,,blanco,diesel,automatico,sobresaliente
Chevrolet,G-Series G20,2005,160463,48556.23,19,morado,glp,manual,sobresaliente
Cadillac,Escalade ESV,2021,74705,11707.51,13,azul,electrico,automatico,sobresaliente
Infiniti,M,2007,152484,31491.89,20,blanco,glp,manual,excelente
Rolls-Royce,Phantom,2021,129087,33054.4,8,negro,gasolina,manual,bueno
Ford,F150,2003,141759,13292.93,20,blanco,glp,manual,deteriorado
Dodge,D250 Club,2014,119442,41664.77,,plateado,diesel,automatico,deteriorado
Volkswagen,Tiguan,2012,137421,30159.24,,amarillo,hibrido,manual,excelente
Pontiac,Fiero,2006,129916,8306.07,19,azul,gasolina,automatico,regular
Scion,tC,2008,183487,4008.72,,azul,glp,automatico,sobresaliente
Chrysler,Cirrus,2012,36995,26926.35,16,plateado,gasolina,automatico,sobresaliente
Hyundai,Elantra,2018,147446,49477.3,,blanco,gasolina,manual,sobresaliente
Mazda,Mazdaspeed 3,2019,135479,43592.59,,blanco,hibrido,automatico,excelente
Chevrolet,Tahoe,1997,155942,43352.01,,verde,gasolina,automatico,bueno
Ford,F450,2003,145587,7240.63,11,amarillo,hibrido,automatico,impecable
Ford,F150,2011,647,14549.18,10,blanco,gasolina,automatico,sobresaliente
Cadillac,Escalade ESV,2014,45451,35295.64,,azul,electrico,automatico,regular
Chrysler,LeBaron,2006,113531,36548.66,20,blanco,electrico,manual,sobresaliente
Lamborghini,Gallardo,2018,199661,32749.63,20,amarillo,hibrido,manual,sobresaliente
GMC,Safari,2003,135826,30823.99,13,negro,hibrido,automatico,aceptable
Mercedes-Benz,M-Class,1995,118197,39450.1,,rosa,gasolina,automatico,malo
BMW,Z4,2008,108367,10055.33,11,morado,gasolina,automatico,deteriorado
Oldsmobile,88,2015,40847,37425.28,18,negro,glp,automatico,bueno
Buick,Park Avenue,2008,16719,49471.09,9,amarillo,gasolina,automatico,malo
Cadillac,STS-V,2005,118856,44246.72,17,rosa,diesel,manual,regular
BMW,Z8,2006,87364,17388.53,15,rosa,electrico,manual,aceptable
Honda,Passport,2005,50582,30936.89,13,verde,electrico,automatico,excelente
Volkswagen,Passat,2022,185930,44705.02,6,naranja,electrico,manual,deteriorado
Toyota,Avalon,2007,61203,1458.83,,rojo,gasolina,manual,regular
Dodge,Caravan,2009,81526,10580.32,,blanco,glp,automatico,excelente
Volvo,S60,2000,140021,30892.42,16,rojo,diesel,manual,impecable
BMW,530,1999,164149,11735.5,15,rosa,gasolina,manual,bueno
Buick,LeSabre,2002,138783,13828.4,,negro,hibrido,automatico,regular
Bentley,Continental,2020,131224,5042.66,20,azul,electrico,automatico,deteriorado
Ford,F250,2015,139423,11175.25,,rosa,diesel,automatico,aceptable
Lexus,ES,2018,152229,46776.58,17,morado,diesel,manual,impecable
Nissan,Sentra,2001,189258,43248.1,,plateado,electrico,automatico,excelente
Mitsubishi,Eclipse,2000,83304,21600.78,,azul,glp,automatico,deteriorado
Ford,Crown Victoria,2019,21721,16675.94,8,naranja,hibrido,manual,sobresaliente
Chevrolet,Suburban 2500,1997,186888,31647.34,13,amarillo,glp,automatico,sobresaliente
Nissan,Quest,2013,184369,45156.54,9,verde,electrico,automatico,impecable
BMW,545,2009,185277,14377.67,13,amarillo,electrico,automatico,regular
Mercedes-Benz,S-Class,1996,29670,2942.85,,morado,gasolina,manual,bueno
Chevrolet,Impala SS,2021,128759,9112.86,,morado,hibrido,automatico,regular
Toyota,RAV4,2016,139083,32609.51,,rosa,glp,manual,bueno
BMW,M3,2003,128587,44293.06,20,rosa,hibrido,manual,deteriorado
Lexus,ES,2019,76430,2396.11,5,amarillo,diesel,manual,malo
BMW,Z4,1997,141255,23837.54,20,amarillo,hibrido,automatico,excelente
Chevrolet,TrailBlazer,2004,187589,35845.84,6,amarillo,hibrido,automatico,aceptable
Chevrolet,Avalanche 1500,2016,161080,13822.75,15,naranja,hibrido,automatico,bueno
Lexus,GX,2002,37838,46771.42,6,verde,gasolina,automatico,sobresaliente
Subaru,Forester,2012,115936,37855.5,6,plateado,glp,automatico,deteriorado
Dodge,Dakota Club,2011,118043,6689.31,20,blanco,hibrido,manual,malo
Spyker,C8,2009,56345,19634.79,9,verde,diesel,manual,deteriorado
Volvo,V50,2000,148664,48962.31,,negro,hibrido,automatico,impecable
Porsche,911,2008,98529,32430.51,12,rosa,diesel,automatico,sobresaliente
Audi,Coupe GT,2014,150076,35815.27,,morado,gasolina,automatico,bueno
GMC,Sierra 2500,2017,175201,29541.9,16,naranja,glp,automatico,bueno
Mazda,MPV,2010,196395,38695.98,20,naranja,diesel,manual,impecable
Mitsubishi,Cordia,2014,197542,45972.11,13,negro,hibrido,manual,aceptable
Mitsubishi,Endeavor,2015,20103,39241.07,5,blanco,glp,automatico,bueno
Mercedes-Benz,600SEL,2022,75752,38826.94,,morado,hibrido,automatico,aceptable
Ford,Flex,2021,9051,38249.83,14,azul,electrico,manual,bueno
Mitsubishi,Precis,2019,16583,21184.92,9,verde,hibrido,automatico,excelente
Buick,Riviera,2002,134371,9923.0,,verde,hibrido,manual,excelente
Mercedes-Benz,SLS-Class,2014,159236,24257.21,18,naranja,diesel,manual,regular
Lexus,LX,2001,148150,2313.1,8,morado,hibrido,automatico,sobresaliente
Nissan,Pathfinder,2004,109737,15673.04,,azul,glp,automatico,sobresaliente
Panoz,Esperante,2000,60128,42951.08,14,plateado,diesel,manual,deteriorado
Lotus,Esprit Turbo,2008,64014,25776.19,15,rojo,diesel,manual,malo
Volvo,XC90,2003,193085,42418.75,19,azul,gasolina,automatico,regular
Mercedes-Benz,SLR McLaren,2006,144090,37995.77,15,blanco,hibrido,automatico,regular
Mitsubishi,GTO,2019,118326,39435.54,15,verde,hibrido,manual,aceptable
Chevrolet,Tahoe,2009,93787,12862.52,,blanco,hibrido,manual,impecable
Audi,S4,2017,130240,33529.78,,morado,electrico,manual,deteriorado
Mazda,RX-7,2009,72665,19041.6,18,rosa,electrico,automatico,bueno
Volvo,XC90,2018,2767,40527.01,,negro,electrico,manual,bueno
Nissan,Murano,2006,183845,3474.18,17,morado,electrico,manual,impecable
GMC,Sierra 1500,2021,154529,12587.6,,rosa,gasolina,manual,sobresaliente
Pontiac,Montana,2002,38035,41143.67,,morado,electrico,manual,deteriorado
Ford,F250,2013,32208,48468.87,10,rosa,electrico,manual,excelente
Bentley,Continental Flying Spur,2020,63851,9132.13,12,plateado,hibrido,manual,sobresaliente
Ford,F250,1996,180153,13459.51,13,plateado,electrico,automatico,sobresaliente
Acura,MDX,2016,67008,29419.79,6,azul,gasolina,manual,deteriorado
Dodge,Durango,2022,57324,13189.42,18,rosa,glp,automatico,sobresaliente
Land Rover,LR2,2020,34497,3791.02,,azul,gasolina,manual,sobresaliente
BMW,3 Series,2001,160377,1575.13,8,blanco,gasolina,manual,impecable
Nissan,240SX,2004,24512,13614.42,12,negro,glp,automatico,sobresaliente
Nissan,Pathfinder,2001,21454,40786.74,,blanco,glp,automatico,regular
Mercury,Mystique,2000,90181,43368.33,19,morado,gasolina,manual,excelente
Toyota,Celica,2006,172921,10831.07,,verde,gasolina,automatico,deteriorado
Cadillac,XLR,2015,70116,15022.25,16,negro,gasolina,manual,impecable
Nissan,240SX,1997,99440,7658.28,13,naranja,gasolina,manual,bueno
Pontiac,Aztek,2001,54906,23723.41,,naranja,diesel,manual,impecable
Acura,TSX,2007,13207,27040.77,12,verde,hibrido,manual,excelente
Maserati,Quattroporte,1998,147334,13546.52,16,blanco,glp,manual,deteriorado
Subaru,Legacy,2004,82130,10488.75,10,azul,glp,automatico,impecable
Cadillac,XLR-V,2022,156519,17108.15,19,negro,glp,automatico,excelente
Nissan,Quest,2004,121775,30911.76,15,plateado,glp,manual,impecable
Maybach,Landaulet,2002,80427,39248.65,12,azul,glp,automatico,sobresaliente
Buick,Verano,2019,105370,12513.9,,morado,gasolina,manual,aceptable
Plymouth,Breeze,2009,2254,40880.16,13,naranja,gasolina,automatico,sobresaliente
Mercedes-Benz,W201,2022,29204,5042.22,8,rosa,glp,automatico,impecable
Buick,LaCrosse,1995,132953,21863.3,,negro,electrico,automatico,sobresaliente
Land Rover,Range Rover Sport,2019,163366,20896.59,9,blanco,electrico,manual,deteriorado
Pontiac,Sunfire,2021,28738,2746.67,15,plateado,hibrido,manual,malo
Volvo,V70,2009,16788,26863.7,18,azul,diesel,manual,impecable
Maserati,GranTurismo,2021,84076,13504.83,13,blanco,glp,manual,malo
Dodge,Caravan,2013,164700,43158.13,5,morado,glp,manual,aceptable
Chevrolet,Prizm,2002,147352,31302.42,16,blanco,gasolina,automatico,excelente
Maserati,Karif,2022,47746,40901.13,13,morado,glp,automatico,regular
Ford,Ranger,2001,154172,2924.57,5,plateado,electrico,manual,malo
Buick,Regal,2008,194674,40317.84,20,rojo,electrico,automatico,excelente
Chevrolet,Tahoe,2004,13262,26799.65,11,amarillo,glp,manual,deteriorado
Ford,E-Series,2014,103938,12349.66,13,blanco,electrico,manual,impecable
BMW,3 Series,1998,186170,41367.79,,rojo,hibrido,automatico,malo
GMC,Savana 3500,1997,127279,47484.27,5,rosa,glp,automatico,sobresaliente
Jeep,Wrangler,2004,18533,13358.91,9,morado,diesel,automatico,deteriorado
Dodge,Dakota Club,1995,20614,43709.76,,naranja,glp,manual,malo
Dodge,Ram 3500,2016,82150,11569.06,17,verde,hibrido,manual,aceptable
Ford,Ranger,2002,179546,12249.17,17,naranja,gasolina,automatico,regular
Audi,S6,2014,34273,40107.5,8,plateado,hibrido,manual,impecable
Porsche,928,2008,41581,17522.02,,verde,diesel,automatico,regular
Chrysler,Town & Country,2010,5426,48421.5,16,rojo,gasolina,manual,aceptable
Ford,F350,2004,188996,37348.71,,naranja,gasolina,automatico,impecable
Hyundai,Genesis,2013,42841,31410.87,7,rosa,electrico,automatico,excelente
Chevrolet,Express 3500,2017,61159,13777.78,5,rosa,diesel,manual,sobresaliente
Mazda,Mazda5,2005,54287,17640.85,7,morado,glp,automatico,aceptable
Lexus,IS-F,1996,98134,28858.97,17,plateado,gasolina,automatico,deteriorado
Mazda,CX-5,1995,10466,12725.72,18,naranja,gasolina,manual,aceptable
Oldsmobile,Silhouette,2008,98498,28951.44,6,blanco,electrico,manual,excelente
Pontiac,Grand Prix,2001,87998,27710.42,6,naranja,glp,automatico,bueno
Saab,9-5,2016,145904,32121.81,,azul,glp,automatico,sobresaliente
Chrysler,Sebring,2021,120148,46354.33,12,verde,hibrido,automatico,regular
Mitsubishi,i-MiEV,2008,154759,18382.43,,rosa,electrico,manual,deteriorado
Lexus,ES,2002,44564,39928.76,18,rojo,gasolina,manual,aceptable
Dodge,Dakota,2004,49776,17765.76,6,negro,gasolina,automatico,excelente
GMC,Canyon,2006,169839,24992.97,,amarillo,electrico,automatico,deteriorado
Mazda,626,2005,186070,16742.58,,negro,hibrido,automatico,bueno
Ford,Explorer,2004,11255,49614.02,7,morado,gasolina,automatico,malo
Chevrolet,Prizm,1999,86346,35483.99,14,negro,electrico,automatico,malo
Land Rover,Defender 90,2006,57651,36350.22,16,rosa,diesel,manual,excelente
Ford,Thunderbird,2007,98245,46209.26,15,morado,electrico,manual,impecable
Lotus,Elan,2005,52648,4423.51,,verde,glp,automatico,bueno
Porsche,911,2008,23408,37005.59,6,morado,gasolina,manual,aceptable
Honda,Accord,2010,98594,11746.89,11,verde,hibrido,manual,deteriorado
Volkswagen,Golf,2010,180064,25391.31,19,amarillo,gasolina,manual,excelente
Nissan,Altima,1997,97330,14722.67,,negro,gasolina,automatico,aceptable
Acura,NSX,2007,152815,28810.32,,amarillo,gasolina,automatico,excelente
Ford,Escort,1995,90777,11434.97,,verde,gasolina,manual,malo
Hummer,H1,2017,20958,10120.65,12,rosa,hibrido,automatico,excelente
Saturn,Outlook,1999,127696,33837.13,9,amarillo,diesel,manual,aceptable
Mitsubishi,Lancer,2000,97377,45911.34,13,negro,diesel,automatico,aceptable
Mazda,B-Series Plus,1997,72055,36319.69,9,plateado,electrico,automatico,deteriorado
Volkswagen,Golf,2004,80382,12084.57,7,naranja,diesel,manual,aceptable
Mitsubishi,Diamante,2010,143675,49330.61,9,plateado,hibrido,automatico,bueno
Hyundai,Accent,1998,21921,35390.24,8,morado,hibrido,automatico,regular
BMW,X5 M,2002,25326,38660.0,,naranja,gasolina,automatico,aceptable
Mercedes-Benz,G-Class,2003,34678,2919.81,10,negro,hibrido,automatico,deteriorado
Chevrolet,Silverado 2500,2019,37626,8276.94,7,azul,electrico,manual,aceptable
Mercedes-Benz,W201,2022,158279,39405.1,,verde,glp,automatico,regular
Chevrolet,Corvette,2009,170375,25532.42,11,negro,diesel,manual,regular
Subaru,Forester,2008,187440,6539.32,11,naranja,electrico,manual,malo
Plymouth,Voyager,1996,28566,42173.48,,verde,electrico,automatico,excelente
Mercedes-Benz,S-Class,2004,159579,14235.49,10,amarillo,hibrido,automatico,regular
Dodge,Caravan,2002,50562,21982.33,18,rosa,diesel,manual,impecable
Ford,Expedition,2008,176908,25446.16,10,amarillo,glp,automatico,sobresaliente
Mazda,Mazda6,2007,88395,2981.36,8,verde,glp,manual,impecable
Jaguar,XK,2002,69574,10373.96,,naranja,gasolina,automatico,malo
Toyota,Sequoia,1998,155976,13507.73,14,negro,electrico,automatico,sobresaliente
Chevrolet,Express 2500,2017,68314,46892.96,5,negro,glp,automatico,deteriorado
Maybach,62,2021,64725,48433.96,15,rojo,gasolina,automatico,sobresaliente
Mercedes-Benz,500SEL,1999,194233,2165.33,,rosa,diesel,manual,bueno
Lotus,Elise,2021,85304,8302.16,10,naranja,electrico,manual,deteriorado
BMW,X6,2021,195181,25279.36,11,rojo,gasolina,manual,aceptable
Mazda,MX-5,2009,117411,32990.72,,rojo,diesel,automatico,deteriorado
Chevrolet,Silverado,2007,129101,3724.53,13,morado,diesel,manual,sobresaliente
Volkswagen,Golf,2021,116247,24284.0,12,negro,electrico,automatico,malo
Chrysler,New Yorker,2014,22971,9402.98,15,plateado,glp,automatico,excelente
BMW,X6,1998,125384,46622.45,14,rojo,electrico,manual,regular
Lincoln,Town Car,2007,193151,47222.14,14,blanco,glp,automatico,excelente
Spyker,C8 Laviolette,2009,150569,6274.86,,naranja,electrico,automatico,impecable
Volkswagen,Eos,1998,165569,36687.57,10,morado,hibrido,automatico,impecable
Nissan,Xterra,1996,107000,34735.28,11,verde,hibrido,automatico,regular
Infiniti,QX,2000,69739,11799.43,,rosa,diesel,automatico,excelente
Ford,Escape,2015,58444,32536.25,13,plateado,glp,manual,excelente
Audi,Q5,2010,11851,7486.42,5,plateado,gasolina,manual,regular
GMC,Sierra 1500,2005,43477,8954.93,17,morado,electrico,automatico,deteriorado
GMC,Sonoma,2000,37614,26237.07,,rosa,hibrido,automatico,sobresaliente
Toyota,Tacoma,2007,70785,10702.81,10,amarillo,hibrido,automatico,aceptable
BMW,X5,2008,41349,39525.2,16,amarillo,gasolina,manual,sobresaliente
Chevrolet,Cavalier,2008,3130,30683.6,14,rojo,hibrido,manual,aceptable
Suzuki,Sidekick,2019,170009,46123.5,,amarillo,diesel,manual,impecable
Buick,Riviera,2018,39753,12339.28,,verde,glp,manual,aceptable
Mercury,Cougar,2016,149876,31216.03,14,amarillo,diesel,automatico,excelente
Plymouth,Grand Voyager,2017,126377,5961.45,13,azul,hibrido,manual,bueno
Ford,Explorer,2018,32791,14898.02,11,amarillo,diesel,manual,regular
Lotus,Esprit,2013,84938,7646.67,10,morado,hibrido,automatico,aceptable
Honda,Civic,2021,97580,7735.05,11,rosa,electrico,automatico,malo
Mercury,Marquis,1995,157860,40456.44,13,naranja,electrico,manual,impecable
Land Rover,Defender,2020,79853,3560.45,7,negro,glp,manual,deteriorado
Infiniti,Q,2017,65357,31590.49,,naranja,electrico,automatico,deteriorado
Chevrolet,Silverado 1500,2009,15635,19818.61,18,rojo,glp,manual,sobresaliente
GMC,3500,1999,131445,36699.29,,rosa,hibrido,manual,impecable
Suzuki,Sidekick,2002,63186,18815.91,7,plateado,gasolina,manual,sobresaliente
Chevrolet,Avalanche 2500,2021,67304,32605.73,11,morado,diesel,manual,regular
Suzuki,Aerio,1997,40529,25737.79,5,verde,hibrido,manual,sobresaliente
Jeep,Comanche,1995,165219,41290.7,18,blanco,electrico,manual,malo
Chevrolet,Monte Carlo,1999,172284,3971.53,10,amarillo,diesel,manual,impecable
Pontiac,Aztek,2021,123329,44987.21,17,morado,glp,manual,excelente
Jaguar,XK,1999,50330,1569.37,7,naranja,hibrido,automatico,malo
Nissan,240SX,2019,161070,33257.02,20,amarillo,glp,manual,bueno
Pontiac,Montana,2014,80764,17478.74,12,rojo,glp,manual,aceptable
Geo,Metro,2004,35354,5449.7,,naranja,diesel,manual,aceptable
Buick,Century,2020,30050,2150.07,12,verde,electrico,automatico,deteriorado
Chevrolet,Tracker,2006,97695,3299.4,,naranja,glp,automatico,aceptable
Kia,Sportage,1995,34854,12963.45,13,morado,glp,manual,regular
Ferrari,458 Italia,1996,6256,48103.2,14,naranja,gasolina,manual,regular
Saturn,Aura,2012,103056,49318.57,5,negro,hibrido,manual,impecable
Ford,Explorer,1996,52239,34846.21,,rojo,glp,manual,bueno
Toyota,Prius,2007,105050,42598.76,,amarillo,hibrido,automatico,malo
MINI,Cooper,1999,121584,42864.73,20,negro,gasolina,manual,aceptable
Hyundai,Sonata,2011,21080,26934.14,15,rojo,glp,automatico,excelente
GMC,Jimmy,2021,168357,39305.21,,verde,electrico,manual,malo
Aston Martin,Vanquish S,2002,31468,28433.39,,plateado,hibrido,automatico,regular
Chevrolet,Corvette,2004,81698,18885.56,19,azul,gasolina,manual,impecable
Saab,900,2001,128043,33673.45,,plateado,gasolina,manual,bueno
Mitsubishi,Starion,2018,151017,17743.06,,naranja,glp,automatico,aceptable
Subaru,SVX,2012,98381,38462.25,9,blanco,diesel,manual,regular
Honda,Pilot,2005,170647,36397.31,15,verde,electrico,automatico,sobresaliente
Lamborghini,Gallardo,2001,111107,11138.45,5,naranja,glp,manual,bueno
Nissan,Armada,2004,2818,2429.72,5,blanco,hibrido,automatico,aceptable
Mercedes-Benz,SL-Class,2004,115135,15486.91,13,naranja,electrico,manual,excelente
Suzuki,XL-7,1997,152114,2942.08,7,verde,diesel,automatico,impecable
Audi,Cabriolet,1996,70401,40041.84,6,blanco,hibrido,automatico,sobresaliente
Saab,900,2017,171418,36905.27,,amarillo,gasolina,automatico,regular
Ford,F-Series Super Duty,2003,34194,21822.26,19,rosa,diesel,automatico,regular
Alfa Romeo,Spider,2003,65932,24835.81,13,azul,diesel,manual,excelente
Mercedes-Benz,CL-Class,2016,115298,41927.2,18,naranja,diesel,manual,deteriorado
Ford,Torino,2022,68827,13501.13,,amarillo,hibrido,manual,deteriorado
Mazda,626,2019,44932,42490.22,,negro,gasolina,automatico,excelente
Jeep,Patriot,2005,43395,17664.73,6,rojo,electrico,automatico,sobresaliente
Plymouth,Voyager,2015,192739,22239.88,10,negro,diesel,automatico,bueno
Volvo,C70,2004,160907,12371.5,,rosa,hibrido,manual,excelente
Audi,A8,2020,11978,25036.53,16,plateado,hibrido,automatico,aceptable
Mazda,Mazda3,2010,29077,9268.0,5,verde,diesel,manual,impecable
Mercury,Sable,2017,18025,24486.35,16,naranja,glp,automatico,regular
Chevrolet,G-Series G30,2019,13533,34799.07,11,plateado,gasolina,manual,sobresaliente
Ferrari,F430,1999,3905,18914.41,20,verde,electrico,automatico,sobresaliente
Audi,Quattro,2016,78270,28363.64,,morado,diesel,automatico,impecable
Audi,S4,2010,179011,18452.52,19,plateado,electrico,manual,sobresaliente
Lincoln,Town Car,1996,51507,26647.58,16,negro,gasolina,manual,sobresaliente
Subaru,Tribeca,1995,108571,6916.04,,rojo,diesel,automatico,excelente
Honda,Civic,2022,158781,32291.28,19,verde,hibrido,automatico,regular
Eagle,Talon,2021,15484,34013.7,20,rosa,diesel,manual,aceptable
Pontiac,GTO,2009,144915,36212.32,,amarillo,electrico,manual,aceptable
MINI,Cooper Clubman,2019,181876,49426.65,20,negro,hibrido,automatico,excelente
Chevrolet,TrailBlazer,1995,197589,25935.96,20,naranja,diesel,automatico,sobresaliente
Jaguar,XJ Series,2017,63859,25206.85,,azul,diesel,automatico,impecable
Buick,Skylark,2014,36895,47995.34,,rosa,glp,manual,impecable
BMW,760,2002,55686,15176.1,16,blanco,electrico,manual,deteriorado
Mazda,626,2003,114202,20562.01,,verde,glp,manual,malo
Pontiac,Bonneville,2014,144239,47317.63,12,morado,diesel,automatico,excelente
Honda,Pilot,2020,106917,31427.09,13,rojo,diesel,manual,malo
GMC,Vandura G3500,2005,46160,40869.75,13,morado,hibrido,manual,deteriorado
BMW,M3,2002,83350,42541.23,,naranja,electrico,automatico,regular
Lexus,RX Hybrid,1997,190615,27008.16,12,rosa,electrico,manual,impecable
Mitsubishi,Galant,2014,62463,2246.39,5,plateado,hibrido,automatico,bueno
Hummer,H1,1995,197801,42498.45,12,plateado,electrico,manual,impecable
Mitsubishi,Pajero,2009,47473,27101.47,,amarillo,glp,automatico,deteriorado
Volvo,XC70,1996,25982,46621.23,,plateado,electrico,manual,aceptable
